channel,clear_time_s,cleared,coarse_probe_count,error_field,fallback_probe_count,first_found_time_s,found_to_clear_s,intersection_probe_count,kind,max_planned_step_m,mean_planned_step_m,reacquisition_attempts,reacquisition_move_m,reacquisition_no_signal,reacquisition_successes,reacquisition_switch_count,reacquisition_time_s,seed,strategy,suite,supplement_measure_count
2,5756.471852,1,1,piecewise,0,325.0,5431.471852,0,omni,483.2125859175118,483.2125859175118,13,501.1802671861373,9,4,13,178.23605343722747,0,w5pro,random,14
3,6007.896702,1,1,piecewise,0,331.0,5676.896702,0,omni,500.0,500.0,12,522.5680550168366,10,2,12,176.51361100336732,0,w5pro,random,14
4,9191.387327,1,10,piecewise,0,3944.901499,5246.485828000001,0,dir,500.0,287.5,10,1299.1595643380624,8,2,0,309.83191286761246,0,w5pro,random,11
5,971.998846,1,0,piecewise,0,29.0,942.998846,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,2
6,8809.691669,1,2,piecewise,0,703.104983,8106.586686,0,dir,500.0,452.76883061502554,13,1667.8567653791456,10,3,13,411.5713530758291,0,w5pro,random,14
7,7257.652821,1,10,piecewise,0,2122.870887,5134.781934,0,dir,325.3341538569666,71.61649876371624,16,1259.5984977479545,12,4,7,338.9196995495909,0,w5pro,random,18
8,8249.03359,1,4,piecewise,0,3534.891295,4714.142295,0,dir,441.84895074300334,197.94768646566826,4,2139.1056575092625,0,4,1,448.8211315018525,0,w5pro,random,6
9,7609.749061,1,4,piecewise,0,2544.881091,5064.86797,0,dir,500.0,318.26313838476244,7,1544.6333341607633,3,4,4,347.92666683215265,0,w5pro,random,10
10,9925.939182,1,4,piecewise,0,6621.560815,3304.3783670000003,0,dir,294.30617779564676,137.38229352156796,4,521.2304096544175,0,4,0,124.24608193088349,0,w5pro,random,6
12,517.923017,1,0,piecewise,0,71.0,446.92301699999996,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,1
13,8696.61018,1,5,piecewise,0,739.104983,7957.5051969999995,0,dir,450.328226396844,173.07182061584928,16,493.82097508279634,10,6,12,190.76419501655926,0,w5pro,random,17
14,9496.746118,1,0,piecewise,0,3962.901499,5533.8446189999995,0,dir,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,2
16,1715.814416,1,0,piecewise,0,1194.683541,521.1308749999998,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,1
18,616.89781,1,0,piecewise,0,107.0,509.89781000000005,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,1
20,6949.733122,1,5,piecewise,0,119.0,6830.733122,0,dir,500.0,206.9719623700902,18,3143.55475028823,11,7,15,733.710950057646,0,w5pro,random,19
